,Unnamed: 0,caption,commentsCount,dimensionsHeight,dimensionsWidth,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,likesCount,productType,timestamp,type,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,day_of_week,season,popularity_index,hour_of_day,month_of_year
1734,1738,"• E D W I N • T A Y L O R • 
House settings for groom Edwin 
S T Y L I N G + P L A N N I N G + P R O D U C T I O N @jimketevents 
Florals @lule_artistryandevents 
Draping @sydney_backdrops 
Catering @lavish_platters 
Full day management + MC @imjadethemc 
Suit @ricojordan_ 
@__edd33 
@taylorzabakly 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages theweddingbliss @wedworldmagazine @weddingforward @thebridestory @wed_vibes @wedluxe

@__edd33 
@taylorzabakly 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages theweddingbliss @wedworldmagazine @weddingforward @thebridestory @wed_vibes @wedluxe",10,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2025-01-01 13:00:00,Video,elevate,destinationwedding,weddingvideo,weddingvideography,weddingflowers,Wednesday,Winter,5.1,13,1
1735,1739,"S İ N E M  E N E S 
Pandas love Youuuuu 
#weddingdress #wedding #weddingday #düğün #weddingphotography #weddingvideo",11,1920,1080,weddingdress,wedding,weddingday,düğün,weddingphotography,weddingvideo,382.0,clips,2024-12-30 15:16:14,Video,,,,,,Monday,Winter,270.7,15,12
1736,1740,"• C H R I S T I N A + P A T R I C K • 
Taking you to a magical place of love 
S T Y L I N G + P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @hyattregencysydney @hyattweddings 
Socials @socialsbyjoshjoseph 
Ceiling installation @starlightchandeliers 
Florals @madame.fleur_ 
Builds + decor hire @whitelabelhire @wldb_au
Candleware @standoutluxuryweddings 
Dancefloor @elite.dancefloors 
Trees @harboursidedecorators
Socials @socialsbyjoshjoseph 
White carpeting @eventflooring 
Stationary  @kindlyinvited 
Seating chart + table numbers  @lettersbyloulou 
Pyrotechnics + special effects @sydney_fireworks_pyrotechnic 
Draping @sydney_backdrops 
Cake @sincerelysamcakes 
Boquets + Bridal florals @sweetbotanica
Entertainment @seriesofeventsaus 
Band @limitededitionband 
Dress @steven_khalil 
Suit @alexgoodmancustom 
Hair + MUA @cathylau.makeup @sophielauteam 
Photography + videography  @imagehausweddings 
@christ1na_nguyen 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #weddinginspiration #elevate #bridalmakeup #weddingvideo  #weddingvideography #led #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #bridalparty #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",65,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2024-12-15 01:13:23,Video,weddinginspiration,elevate,bridalmakeup,weddingvideo,weddingvideography,Sunday,Fall,21.6,1,12
1737,1741,"• J O E Y •  J E S S E C A • 
Rising above 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @sofitelsydney 
Florals @madame.fleur_ 
Ceiling installation @starlightchandeliers 
Builds + decor  @whitelabelhire @wldb_au
Flooring @elite.dancefloors 
Candleware  @standoutluxuryweddings 
Fireworks @sydney_fireworks_pyrotechnic 
Cake @cakesbyadamm 
Stationary @rkandco.au 
Hair @elieabdalahad 
MUA @rachellemakeupartistry 
Photography + videography  @nycfilms_and_photography 
Lighting production @encoreapac 
MC @yourmcjack 
Singer @tamernajemofficial 
Band @mibpremiumweddingsteam 
Entertainment @kingsentertainmentgroup 
Drummer @jaffarnator 
@jessecahamdan @joey_haydar 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",77,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2024-11-17 03:18:27,Video,elevate,destinationwedding,weddingvideo,weddingvideography,weddingflowers,Sunday,Fall,25.2,3,11
1738,1742,"Tanin&Esmaeil❤️️
@photo.studio.21 
@valery___home 
@abshar_hall 
@shahins2_music 
@fateme_shokri74 
.
.
.
.
#bride #groom #weddingvideography #پروجکشن #عروسی #لباسعروس #دامادی #weddingvideo #آتلیه_عروس #آتلیه_تهران #گرمدره #آتلیه_تخصصی_عروس_کرج #استودیو_تخصصی_عروس #آتلیه_عروس_کرج #آتلیه_عروس_تهران # #عکاس #عکاس_عروس",36,1920,1080,bride,groom,weddingvideography,پروجکشن,عروسی,لباسعروس,3.0,clips,2025-01-10 12:49:53,Video,دامادی,weddingvideo,آتلیه_عروس,آتلیه_تهران,گرمدره,Friday,Winter,12.9,12,1
1739,1743,"✨ GIVEAWAY TIME! ✨ ❤️

I’m giving away a FREE 6-hour wedding content package to one lucky couple getting married this year! 
I’ll be your dedicated content creator, capturing all the magical moments of your big day!

Here’s how to enter:
1️⃣ Follow @nayyscreative
2️⃣ Tag your friends in the comments (the more tags, the more chances to win!)
3️⃣ Like this post!
 Bonus entries to those who share to their stories!!

Conditions:

Open to weddings in the Sunshine Coast, Brisbane, or Gold Coast areas only..
Must be for a wedding happening in 2025 or 2026
Good luck!  
Winner announced this Thursday!!

#Giveaway #WeddingContent #WeddingPhotography #SunshineCoastWeddings #GoldCoastWeddings #BrisbaneWeddings #contentcreator #bride #weddingcontent #weddinginspiration #weddingplanning #love #weddingvideo",28,1920,1080,Giveaway,WeddingContent,WeddingPhotography,SunshineCoastWeddings,GoldCoastWeddings,BrisbaneWeddings,12.0,clips,2025-01-10 16:00:00,Video,contentcreator,bride,weddingcontent,weddinginspiration,weddingplanning,Friday,Winter,16.799999999999997,16,1
1740,1744,"• A D A M + A Y S E • 
The reception beyond a pretty dream
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @pieronesydney @pieroneweddings 
Florals @madame.fleur_ 
Ceiling installation @starlightchandeliers 
Decor  @optimumeventhire 
Flooring @elite.dancefloors 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou
Photo + video @tone_image 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",7,612,612,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,carousel_container,2024-12-12 01:09:51,Sidecar,destinationwedding,weddingvideo,weddingvideography,weddingflowers,weddingreception,Thursday,Fall,4.199999999999999,1,12
1741,1745,"• E D W I N • T A Y L O R • 
Delivering an experience like no other for a love beyond words 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @crownsydney 
Florals @madame.fleur_ 
Led Installations @starlightchandeliers 
Builds + decor  @whitelabelhire @wldb_au 
Flooring @elite.dancefloors 
Carpet @eventflooringaustralia 
Draping @sydney_backdrops 
Lamps @optimumeventhire 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart + table numbers  @lettersbyloulou
Socials @socialsbyjoshjoseph 
Photography @saltatelier_wedding 
Video @saltatelier_wedding 
Lighting production @jayproductionsevents 
Full day management + MC @imjadethemc 
Dress @steven_khalil 
Suit @ricojordan_ 
Hair @vdhair 
MUA @rachellemakeupartistry 
Band + drummers @dreamentertainmentsydney 
@__edd33 
@taylorzabakly 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory @wed_vibes @wedluxe",37,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2024-12-27 04:40:55,Video,elevate,destinationwedding,weddingvideo,weddingvideography,weddingflowers,Friday,Winter,13.2,4,12
1742,1746,"• A D A M + A Y S E • 
The reception in dreams . 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @pieronesydney @pieroneweddings 
Florals @madame.fleur_ 
Ceiling installation @starlightchandeliers 
Decor  @optimumeventhire 
Flooring @elite.dancefloors 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",24,612,612,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,carousel_container,2024-12-11 02:36:48,Sidecar,destinationwedding,weddingvideo,weddingvideography,weddingflowers,weddingreception,Wednesday,Fall,9.3,2,12
1743,1747,"• A D A M + A Y S E • 
The reception in dreams . A couple who I adore beyond words. Thank you Adam + Ayse . 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @pieronesydney @pieroneweddings 
Florals @madame.fleur_ 
Ceiling installation @starlightchandeliers 
Decor  @optimumeventhire 
Flooring @elite.dancefloors 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou
Photo + video @tone_image 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",18,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2024-12-08 00:45:47,Video,destinationwedding,weddingvideo,weddingvideography,weddingflowers,weddingreception,Sunday,Fall,7.499999999999999,0,12
1744,1748,"• E D W I N • T A Y L O R • 
A production to captivate your mind
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @crownsydney 
Florals @madame.fleur_ 
Led Installations @starlightchandeliers 
Builds + decor  @whitelabelhire @wldb_au 
Flooring @elite.dancefloors 
Carpet @eventflooringaustralia 
Socials @socialsbyjoshjoseph 
Draping @sydney_backdrops 
Lamps @optimumeventhire 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart + table numbers  @lettersbyloulou
Photography @saltatelier_wedding 
Video @saltatelier_wedding 
Lighting production @jayproductionsevents 
Full day management + MC @imjadethemc 
Dress @steven_khalil 
Hair @vdhair 
MUA @rachellemakeupartistry 
@__edd33 
@taylorzabakly 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory @wed_vibes @wedluxe",48,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2024-12-28 03:55:32,Video,elevate,destinationwedding,weddingvideo,weddingvideography,weddingflowers,Saturday,Winter,16.5,3,12
1745,1749,"• J O E Y •  J E S S E C A • 
The groom entrance - PART 1  choreographed  and produced by @kingsentertainmentgroup 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @sofitelsydney 
Entertainment @kingsentertainmentgroup 
Band @mibpremiumweddingsteam 
Drummer @jaffarnator 
Florals @madame.fleur_ 
Ceiling installation @starlightchandeliers 
Builds + decor  @whitelabelhire @wldb_au
Flooring @elite.dancefloors 
Candleware  @standoutluxuryweddings 
Fireworks @sydney_fireworks_pyrotechnic 
Cake @cakesbyadamm 
Stationary @rkandco.au 
MUA @rachellemakeupartistry 
Hair @elieabdalahad 
Gown @mjbymirnajawhari 
Tan @tanning_angel 
Photography + videography  @nycfilms_and_photography 
Lighting production @encoreapac 
MC @yourmcjack 
Singer @tamernajemofficial 
@jessecahamdan @joey_haydar 
#dabke #groomentrance #weddingentrance #lebanese #lebaneseweddings 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",43,1920,1080,dabke,groomentrance,weddingentrance,lebanese,lebaneseweddings,jimket,3.0,clips,2024-11-18 02:51:25,Video,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,Monday,Fall,15.0,2,11
1746,1750,"• A D A M + A Y S E • 
The reception in dreams . A couple who I adore beyond words. Thank you Adam + Ayse . 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @pieronesydney @pieroneweddings 
Florals @madame.fleur_ 
Ceiling installation @starlightchandeliers 
Decor  @optimumeventhire 
Flooring @elite.dancefloors 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou
Photo + video @tone_image 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",11,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2024-12-08 14:00:00,Video,destinationwedding,weddingvideo,weddingvideography,weddingflowers,weddingreception,Sunday,Fall,5.4,14,12
1747,1751,"“Thank god I’m yours”  
•••
#wedding #weddingdress #weddingday #weddinginspiration #weddingideas #weddingvideo #sdwedding #sdweddingvideographer #weddingflowers #weddingplanning",0,1920,1080,wedding,weddingdress,weddingday,weddinginspiration,weddingideas,weddingvideo,12.0,clips,2025-01-10 15:37:03,Video,sdwedding,sdweddingvideographer,weddingflowers,weddingplanning,,Friday,Winter,8.399999999999999,15,1
1748,1752,"Let’s just say, we were all crying . This moment felt so wild like wow, it’s really happening, the moment we’ve been waiting for… the guy that asked me for my number in college is really holding my hand and promising forever… us walking down the aisle, it’s happening! 

.
.
.
.

#firsttouch #wedding #happytears #weddingday #bride #brideandgroom #firstlook #destinationwedding #husbandwife #loml #weddinggram #weddinggown #weddinginspiration #soulmates #ourlovestory #mexicowedding #healthylove #melanincouples ##weddingmemories #weddingreels #weddingvideo",8,1920,1080,firsttouch,wedding,happytears,weddingday,bride,brideandgroom,154.0,clips,2025-01-10 12:59:33,Video,firstlook,destinationwedding,husbandwife,loml,weddinggram,Friday,Winter,110.2,12,1
1749,1753,"• A D A M + A Y S E • 
The reception in dreams . 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @pieronesydney @pieroneweddings 
Florals @madame.fleur_ 
Ceiling installation @starlightchandeliers 
Decor  @optimumeventhire 
Flooring @elite.dancefloors 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",7,612,612,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,carousel_container,2024-12-10 13:30:00,Sidecar,destinationwedding,weddingvideo,weddingvideography,weddingflowers,weddingreception,Tuesday,Fall,4.199999999999999,13,12
1750,1754,"A Moment In Time⏰Our Pre-wedding video❤️

#singhal #agrawalla #us #couple #love #happyfaces #smile #november2024 #prewedding #preweddingphoto #preweddingshoot #preweddingvideo #weddingvideo #lovestory #powercouple #couplegoals #happyus #mrandmrs #happytime #lovinglife #byetosinglelife #welcometohusbandhood #welcometowifehood",0,1080,1918,singhal,agrawalla,us,couple,love,happyfaces,39.0,clips,2025-01-09 22:18:18,Video,smile,november2024,prewedding,preweddingphoto,preweddingshoot,Thursday,Winter,27.3,22,1
1751,1755," Michelle & Richie 

On a Wednesday in August Michelle & Richie tied the knot surrounded by their nearest and dearest aswell as there two beautiful children in the absolutely stunning @cityhalldublin with bridal preparations in  @theshelbournedublin

My first time shooting in City Hall and all I can say is WOW! I can’t wait to get back there again.

I won’t lie @niamhob_’s beautiful speech had me tearing up behind the lens.

Thank you so much to Michelle & @richie_hourigan for having me as your videographer on the day. Wishing you the very best for the future as Husband & Wife!

Special mention to my past bride @nursey_beth for recommending me to Michelle 

The A-Team :
Second Shooter: @amd_media_irl (thank you so much)
Photographer: @olgahoganphotography
Venue: @theshelbournedublin @cityhalldublin @the_ivy_collection
Celebrant: @thewedding_woman
Make-Up: @aoife_hayes_makeupartist
Hair: @gracephelan_hair
Flowers: @Junglethe_flowerstore
Dress: @mkbridal_1
Suits: @arnottsdublin
Ceremony Music: @fionnualamonks
Reception Drinks: @theartofbubbles.ie 
Cake: @Cupcakesandcounting

Sharing is caring, so please show this wonderful couple some love 

If you or someone you know is getting married in 2025 or 2026 I still have availability, just get in touch today 

#weddingvideo #weddingvideos #weddingfilm #weddingday #bride #groom #weddingdress #bridalparty #weddinginspiration #irishwedding #weddingplanning #shesaidyes #gettingmarried #weddingvideographer #weddingvideographers #weddingvideographerdublin #weddingvideographerireland #irishweddingvideographer #weddingvideographesrireland #videographerireland #cityhall #cityhallwedding
@letstalkweddingsireland @irishweddingblog @weddublin",7,1080,1918,weddingvideo,weddingvideos,weddingfilm,weddingday,bride,groom,103.0,clips,2025-01-10 12:25:56,Video,weddingdress,bridalparty,weddinginspiration,irishwedding,weddingplanning,Friday,Winter,74.19999999999999,12,1
1752,1756,"Love, love, love these creative edits! The happy energy of this beautiful couple should be bottled and shared! Who doesn't need more happiness like this? ️⁠
⁠
⁠
--⁠ ⁠ ⁠⁠
: @alphapixels.films⁠
⁠--⁠ ⁠ ⁠
⁠
⁠
⁠
Follow for the latest destination wedding inspiration⁠
⁠",1,1280,720,wedding,wedding,wedding,wedding,wedding,wedding,116.0,clips,2025-01-06 11:13:12,Video,,,,,,Monday,Winter,81.49999999999999,11,1
1753,1757,"Caitlin & Mitchell Schofield Highlight Trailer

@bramleighestate 
•
•
•
•
#wedding #weddingvideo #weddingphotography #photography #videography #sonya7s #sony #flowers #boquet #love #weddingvenue #weddinginspiration #weddinginspo #bramleighestate #warrandyte",19,2160,3840,wedding,weddingvideo,weddingphotography,photography,videography,sonya7s,165.0,clips,2025-01-09 20:06:56,Video,sony,flowers,boquet,love,weddingvenue,Thursday,Winter,121.2,20,1
1754,1758,"• J O E Y •  J E S S E C A • 
Layers of beauty and design 
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @sofitelsydney 
Cake @cakesbyadamm 
Florals @madame.fleur_ 
Ceiling installation + LED @starlightchandeliers 
Builds + decor  @whitelabelhire @wldb_au
Flooring @elite.dancefloors 
Candleware  @standoutluxuryweddings 
Fireworks @sydney_fireworks_pyrotechnic 
Cake @cakesbyadamm 
Stationary @rkandco.au 
Hair @elieabdalahad 
MUA @rachellemakeupartistry 
Styling photography @ in house jimket events 
Official Photography + videography  @nycfilms_and_photography 
Lighting production @encoreapac 
MC @yourmcjack 
Singer @tamernajemofficial 
Band @mibpremiumweddingsteam 
Entertainment @kingsentertainmentgroup 
Drummer @jaffarnator 
@jessecahamdan @joey_haydar 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages @theweddingbliss @wedworldmagazine @weddingforward @thebridestory",19,612,612,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,carousel_container,2024-11-23 23:02:25,Sidecar,elevate,destinationwedding,weddingvideo,weddingvideography,weddingflowers,Saturday,Fall,7.8,23,11
1755,1759,"It’s been a while since I posted a film so whilst I’m finishing the edits from my December weddings I thought I throw back to Inken & Oli’s wedding from May last year ❤️☀️

#thewestmillweddings 
#twia
#hitcheduk
#weddingvideo
#weddingvideographer
#engaged
#weddingfilm",8,1920,1080,thewestmillweddings,twia,hitcheduk,weddingvideo,weddingvideographer,engaged,26.0,clips,2025-01-10 09:39:21,Video,weddingfilm,,,,,Friday,Winter,20.6,9,1
1756,1760,"• E D W I N • T A Y L O R • 
A scale of production in design + detail to completely immerse your senses
S T Y L I N G +  P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @crownsydney 
Socials @socialsbyjoshjoseph 
Florals @madame.fleur_ 
Led Installations @starlightchandeliers 
Builds + decor  @whitelabelhire @wldb_au 
Flooring @elite.dancefloors 
Carpet @eventflooringaustralia 
Draping @sydney_backdrops 
Lamps @optimumeventhire 
Special effects  @sydney_fireworks_pyrotechnic 
Cake @sincerelysamcakes 
Stationary @kindlyinvited 
Seating chart + table numbers  @lettersbyloulou
Lighting production @jayproductionsevents 
Photography @saltatelier_wedding 
Video @saltatelier_wedding 
Full day management + MC @imjadethemc 
Dress @steven_khalil 
Hair @vdhair 
MUA @rachellemakeupartistry 
@__edd33 
@taylorzabakly 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #modernwedding #elevate #destinationwedding #weddingvideo  #weddingvideography #weddingflowers #weddingreception #weddingreceptionstyling #weddingplanner #weddedwonderland #theweddingbliss #lebaneseweddings 
@weddedwonderland @wedluxe @lebaneseweddings @wedding.pages theweddingbliss @wedworldmagazine @weddingforward @thebridestory @wed_vibes @wedluxe",17,1920,1080,jimket,jimketevents,weddingdress,wedding,weddedwonderland,modernwedding,3.0,clips,2024-12-29 14:00:00,Video,elevate,destinationwedding,weddingvideo,weddingvideography,weddingflowers,Sunday,Winter,7.199999999999999,14,12
1757,1761,"Tera + Chris | 08.31.2024

Congratulations @teraperilli & @chrisgalvanoh 

Video by @katieafricano 
Photo by @meccay_photography 
Venue @niagarauniversity @avantimansion 
Photo Location @cellinolaw 

#buffalowedding #weddingfilm #highlightfilm #buffaloweddingfilm #weddingvideography #bride #weddingdress #groom #wedding #weddingvideo #buffalovideo #buffalofilm #buffalony",17,1080,864,buffalowedding,weddingfilm,highlightfilm,buffaloweddingfilm,weddingvideography,bride,127.0,clips,2025-01-10 15:19:06,Video,weddingdress,groom,wedding,weddingvideo,buffalovideo,Friday,Winter,94.0,15,1
1758,1762,"AJITKUMAR WEDS PRIVINA ✨
@ajitkumar96 @privina97 

Bride’s saree @maharajatextiles 
Groom’s attire @maharajatextiles 
MUA @suthaglam_mua 
Henna @hennabyhaena 
Hair flowers @apshairflowers 
Garland @apsweddinggarlands 

#tamilwedding #weddingcinematography #weddingvideo #indianbride #weddingphotography #hindu #saree #jp #weddingportraits #hinduwedding",4,612,612,tamilwedding,weddingcinematography,weddingvideo,indianbride,weddingphotography,hindu,952.0,carousel_container,2025-01-07 08:25:08,Sidecar,saree,jp,weddingportraits,hinduwedding,,Tuesday,Winter,667.6,8,1
1759,1763,"Michelle & Richie | Cityhall Dublin | 7th August 2024

The A-Team :
Second Shooter: @amd_media_irl (thank you so much)
Photographer: @olgahoganphotography
Venue: @theshelbournedublin @cityhalldublin @the_ivy_collection
Celebrant: @thewedding_woman
Make-Up: @aoife_hayes_makeupartist
Hair: @gracephelan_hair
Flowers: @Junglethe_flowerstore
Dress: @mkbridal_1
Suits: @arnottsdublin
Ceremony Music: @fionnualamonks
Reception Drinks: @theartofbubbles.ie 
Cake: @Cupcakesandcounting

#screengrab #Wedding #weddingvideo #weddingvideos #weddingfilm #weddingday #bride #groom #weddingdress #bridalparty #weddinginspiration #irishwedding #weddingplanning #shesaidyes #gettingmarried #weddingvideographer #weddingvideographers #weddingvideographerdublin #weddingvideographerireland #irishweddingvideographer #weddingvideographesrireland #videographerireland #cityhall #cityhallwedding",5,612,612,screengrab,Wedding,weddingvideo,weddingvideos,weddingfilm,weddingday,49.0,carousel_container,2025-01-10 12:30:19,Sidecar,bride,groom,weddingdress,bridalparty,weddinginspiration,Friday,Winter,35.8,12,1
1760,1764,"French Riviera 

Perfect skies set the stage for this enchanting outdoor ceremony in Southern France. With a candlelit reception adorned in exquisite table drapes, love and joy filled every moment! ❤️

Bride | @sarahannesatter 
Groom | @sattter 
Planner | @theyesmaker @rhapsody_planner
Photographer | @bushwhacked @oxy.to.cin
Videographer | @pepafilms
Floral | @tepeesauvage
Dress | @kimkassascouture @bridalreflectionsny
Hair & Makeup | @jm_honeyz @jmronquilloglamteam
Venue | @residencerocabella
Stationery | @gatespaperco
Jewellery | @withinreachjewelry
Content Creator | @weddingdaycontentco
DJ | @louispalmermusic @wildfire_djs

#weddedwonderland #frenchriviera #destinationwedding #weddingdreams #outdoorceremony #candlelitreception #weddingvideo #romanticcelebration #lovestory #weddingmemories",29,612,612,weddedwonderland,frenchriviera,destinationwedding,weddingdreams,outdoorceremony,candlelitreception,2995.0,carousel_container,2024-11-28 18:56:25,Sidecar,weddingvideo,romanticcelebration,lovestory,weddingmemories,,Thursday,Fall,2105.2,18,11
1761,1765,#christian #christianwedding #christianweddings #christianweddinggown #Cinematic #cinematicreels #cinematicreel #trendingaudio #reels #reelsvideo #reelsinstagram #reelsviral #trendingreels #reelvideo #reelindia #wedding #weddingvideo #weddingvenues #bangalore #bangalorewedding #bangalore_insta #bangalore_diaries,3,1920,1080,christian,christianwedding,christianweddings,christianweddinggown,Cinematic,cinematicreels,374.0,clips,2025-01-04 04:09:00,Video,cinematicreel,trendingaudio,reels,reelsvideo,reelsinstagram,Saturday,Winter,262.7,4,1
